%Door: Chris Geerse, 13 dec 2005
%Dit bestand gaat in principe uit van het bestand "Statistieken 01-01-1901 tot 31-12-1998 (Rob, 20-07-1999).txt".
%Daaraan zijn m.b.v. waterbase.nl en Dirk Vlag extra gegevens aan toegevoegd.
%
%
%DE VOLGENDE VARIABELEN WORDEN GEGEVEN:
%1 datum      01-01-1901     t/m   30-09-2005
%2 meerpeil   01-01-1976     t/m   30-09-2005     (geografisch) daggemiddelde IJsselmeer
%3 ql_d_g     01-01-1901     t/m   25-05-2005     gem. dagafvoer Lobith
%4 qo_d_g     01-01-1981     t/m   25-05-2005     gem. dagafvoer Olst
%
%Opmerking: hiaatwaarden worden weergegeven door negen negens, dus 999999999.
%
%
%BESCHRIJVING VAN DE VARIABELEN:
%
%1 datum         01-01-1901    t/m  30-09-2005
%Deze variabele heeft het formaat jjjjmmdd.
%
%
%2 meerpeil      01-01-1976    t/m  30-09-2005
%Eric's data:    01-01-1976    t/m  31-03-1995 zie Hydra-M deelrapport 2
%H. Oude Voshaar:01-04-1995    t/m  31-12-1998 werkzaam bij IJG, afd WSM (IJG was vroeger RDIJ)
%Dirk Vlag:      01-01-1999    t/m  30-09-2005 eveneens afkomstig van Harry Oude Voshaar
%
%Het meerpeil (d.w.z. centrum IJsselmeer) is als volgt bepaald:
%Eerst is voor de 8:00 uurswaarden het gewogen gemiddelde
%over 4 stations bepaald. Daarna is het gewogen gemiddelde bepaald voor
%de 20:00 uurswaarden. Dat levert dan twee getallen.
%Het gemiddelde van deze twee getallen vormt de waarde van het meerpeil.
%De gebruikte wegingsfactoren zijn:
%     Den Oever             0.215
%     Houtrib Noord         0.353
%     Lemmer                0.128
%     Kornwederzand Binnen  0.304
%Opmerking: in Eric's data komen geen hiaat-waarden voor;
%in Harry's data wel. De hiaatwaarden zijn vervangen door de hierna gegeven waarden:
%datum        hiaatwaarden  meerpeil na        omringende waarden
%                           interpolatie       
%19950709     999999999      -18               -19 * -17
%
%19951129     999999999      -40               -40 * * * * -40
%19951130     999999999      -40
%19951201     999999999      -40
%19951202     999999999      -40
%
%19951223     999999999      -40               -41 * -40
%19960219     999999999      -32               -29 * -36
%19960313     999999999      -40               -42 * -38
%19960323     999999999      -34               -35 * -33
%19960604     999999999      -16               -16 * -17
%19961107     999999999      -5                -10 * -1
%
%19970518     999999999      -14               -16 * * -13
%19970519     999999999      -14
%Hiaatwaarden komen niet voor in de door Dirk Vlag geleverde data.
%
%3 ql_d_g
%Gemiddelde dagafvoer Lobith (m3/s).
%
%Periode          01-01-1901     t/m    31-12-1998
%Deze gegevens komen uit de DONAR database (gedownload door Rob Lisman rond 20 juli 1999).
%Rob heeft steekproefsgewijs gecontroleerd dat deze data identiek zijn aan die in het spreadsheet van
%Bart Parmet (het Excel-bestand 01qlob98.xls van datum 08-01-1999).
%Overigens heeft Bart Parmet al eens vermeld dat zijn data uit DONAR komen.
%Er komen geen hiaat-waarden voor.
%
%periode      01-01-1999 t/m 25-05-2005
%Deze gegevens komen uit waterbase.nl (geen hiaatwaarden)
%
%
%4 qo_d_g     Gemiddelde dagafvoer Olst (m3/s).
%periode          01-01-1981 t/m 31-12-1998
%Deze gegevens komen uit de DONAR database (gedownload door Rob Lisman rond 20 juli 1999).
%Er komen in de genoemde periode geen hiaat-waarden voor.
%
%periode          01-01-1999 t/m 25-05-2005
%Deze gegevens komen uit waterbase.nl (geen hiaatwaarden)
%
%LET OP: DE KOLOMMEN ZIJN, MET NAME ONDERAAN, NIET ALTIJD NETJES UITGELIJND
%EN OOK NIET EVEN LANG
%                                                    
%datum        meerpeil         ql_d_g     qo_d_g
19180629     999999999          2240     999999999
19180630     999999999          2180     999999999
19180701     999999999          2135     999999999
19180702     999999999          2095     999999999
19180703     999999999          2095     999999999
19180704     999999999          2070     999999999
19180705     999999999          2010     999999999
19180706     999999999          1970     999999999
19180707     999999999          1910     999999999
19180708     999999999          1865     999999999
19180709     999999999          1855     999999999
19180710     999999999          1880     999999999
19180711     999999999          1880     999999999
19180712     999999999          1835     999999999
19180713     999999999          1805     999999999
19180714     999999999          1775     999999999
19180715     999999999          1750     999999999
19180716     999999999          1740     999999999
19180717     999999999          1750     999999999
19180718     999999999          1745     999999999
19180719     999999999          1730     999999999
19180720     999999999          1695     999999999
19180721     999999999          1675     999999999
19180722     999999999          1645     999999999
19180723     999999999          1605     999999999
19180724     999999999          1625     999999999
19180725     999999999          1620     999999999
19180726     999999999          1595     999999999
19180727     999999999          1590     999999999
19180728     999999999          1610     999999999
19180729     999999999          1635     999999999
19180730     999999999          1635     999999999
19180731     999999999          1640     999999999
19180801     999999999          1630     999999999
19180802     999999999          1640     999999999
19180803     999999999          1690     999999999
19180804     999999999          1675     999999999
19180805     999999999          1640     999999999
19180806     999999999          1595     999999999
19180807     999999999          1570     999999999
19180808     999999999          1560     999999999
19180809     999999999          1590     999999999
19180810     999999999          1630     999999999
19180811     999999999          1655     999999999
19180812     999999999          1695     999999999
19180813     999999999          1740     999999999
19180814     999999999          1730     999999999
19180815     999999999          1745     999999999
19180816     999999999          1760     999999999
19180817     999999999          1730     999999999
19180818     999999999          1700     999999999
19180819     999999999          1675     999999999
19180820     999999999          1640     999999999
19180821     999999999          1595     999999999
19180822     999999999          1540     999999999
19180823     999999999          1475     999999999
19180824     999999999          1425     999999999
19180825     999999999          1440     999999999
19180826     999999999          1450     999999999
19180827     999999999          1445     999999999
19180828     999999999          1440     999999999
19180829     999999999          1440     999999999
19180830     999999999          1460     999999999
19180831     999999999          1535     999999999
19180901     999999999          1550     999999999
19180902     999999999          1530     999999999
19180903     999999999          1495     999999999
19180904     999999999          1450     999999999
19180905     999999999          1435     999999999
19180906     999999999          1400     999999999
19180907     999999999          1365     999999999
19180908     999999999          1355     999999999
19180909     999999999          1335     999999999
19180910     999999999          1320     999999999
19180911     999999999          1330     999999999
19180912     999999999          1385     999999999
19180913     999999999          1505     999999999
19180914     999999999          1635     999999999
19180915     999999999          1840     999999999
19180916     999999999          2125     999999999
19180917     999999999          2435     999999999
19180918     999999999          2520     999999999
19180919     999999999          2435     999999999
19180920     999999999          2260     999999999
19180921     999999999          2110     999999999
19180922     999999999          1965     999999999
19180923     999999999          1860     999999999
19180924     999999999          1795     999999999
19180925     999999999          1805     999999999
19180926     999999999          1865     999999999
19180927     999999999          1870     999999999
19180928     999999999          1950     999999999
19180929     999999999          2205     999999999
19180930     999999999          2260     999999999
19181001     999999999          2200     999999999
19181002     999999999          2125     999999999
19181003     999999999          2060     999999999
19181004     999999999          2010     999999999
19181005     999999999          1960     999999999
19181006     999999999          1920     999999999
19181007     999999999          1890     999999999
19181008     999999999          1840     999999999
19181009     999999999          1775     999999999
19181010     999999999          1705     999999999
19181011     999999999          1650     999999999
19181012     999999999          1610     999999999
19181013     999999999          1590     999999999
19181014     999999999          1575     999999999
19181015     999999999          1550     999999999
19181016     999999999          1550     999999999
19181017     999999999          1560     999999999
19181018     999999999          1545     999999999
19181019     999999999          1550     999999999
19181020     999999999          1645     999999999
19181021     999999999          1880     999999999
19181022     999999999          2010     999999999
19181023     999999999          2185     999999999
19181024     999999999          2200     999999999
19181025     999999999          2120     999999999
19181026     999999999          2005     999999999
19181027     999999999          1870     999999999
19181028     999999999          1770     999999999
19181029     999999999          1685     999999999
19181030     999999999          1625     999999999
19181031     999999999          1575     999999999
19181101     999999999          1545     999999999
19181102     999999999          1505     999999999
19181103     999999999          1470     999999999
19181104     999999999          1440     999999999
19181105     999999999          1410     999999999
19181106     999999999          1395     999999999
19181107     999999999          1390     999999999
19181108     999999999          1380     999999999
19181109     999999999          1360     999999999
19181110     999999999          1360     999999999
19181111     999999999          1355     999999999
19181112     999999999          1340     999999999
19181113     999999999          1320     999999999
19181114     999999999          1305     999999999
19181115     999999999          1295     999999999
19181116     999999999          1280     999999999
19181117     999999999          1265     999999999
19181118     999999999          1250     999999999
19181119     999999999          1225     999999999
19181120     999999999          1205     999999999
19181121     999999999          1185     999999999
19181122     999999999          1170     999999999
19181123     999999999          1155     999999999
19181124     999999999          1140     999999999
19181125     999999999          1120     999999999
19181126     999999999          1095     999999999
19181127     999999999          1080     999999999
19181128     999999999          1070     999999999
19181129     999999999          1060     999999999
19181130     999999999          1065     999999999
19181201     999999999          1090     999999999
19181202     999999999          1125     999999999
19181203     999999999          1255     999999999
19181204     999999999          1425     999999999
19181205     999999999          1495     999999999
19181206     999999999          1445     999999999
19181207     999999999          1390     999999999
19181208     999999999          1340     999999999
19181209     999999999          1315     999999999
19181210     999999999          1300     999999999
19181211     999999999          1285     999999999
19181212     999999999          1265     999999999
19181213     999999999          1260     999999999
19181214     999999999          1300     999999999
19181215     999999999          1400     999999999
19181216     999999999          1650     999999999
19181217     999999999          2095     999999999
19181218     999999999          2555     999999999
19181219     999999999          2725     999999999
19181220     999999999          2685     999999999
19181221     999999999          2800     999999999
19181222     999999999          3080     999999999
19181223     999999999          3370     999999999
19181224     999999999          3680     999999999
19181225     999999999          3820     999999999
19181226     999999999          4040     999999999
19181227     999999999          4440     999999999
19181228     999999999          4920     999999999
19181229     999999999          5255     999999999
19181230     999999999          5670     999999999
19181231     999999999          6210     999999999
19190101     999999999          6605     999999999
19190102     999999999          6855     999999999
19190103     999999999          6995     999999999
19190104     999999999          7075     999999999
19190105     999999999          7075     999999999
19190106     999999999          6995     999999999
19190107     999999999          6875     999999999
19190108     999999999          6635     999999999
19190109     999999999          6170     999999999
19190110     999999999          5390     999999999
19190111     999999999          4670     999999999
19190112     999999999          4150     999999999
19190113     999999999          3735     999999999
19190114     999999999          3400     999999999
19190115     999999999          3210     999999999
19190116     999999999          3150     999999999
19190117     999999999          3195     999999999
19190118     999999999          3185     999999999
19190119     999999999          3155     999999999
19190120     999999999          3100     999999999
19190121     999999999          3030     999999999
19190122     999999999          2940     999999999
19190123     999999999          2800     999999999
19190124     999999999          2690     999999999
19190125     999999999          2520     999999999
19190126     999999999          2390     999999999
19190127     999999999          2275     999999999
19190128     999999999          2165     999999999
19190129     999999999          2085     999999999
19190130     999999999          2005     999999999
19190131     999999999          1935     999999999
19190201     999999999          1880     999999999
19190202     999999999          1820     999999999
19190203     999999999          1750     999999999
19190204     999999999          1705     999999999
19190205     999999999          1665     999999999
19190206     999999999          1630     999999999
19190207     999999999          1590     999999999
19190208     999999999          1560     999999999
19190209     999999999          1555     999999999
19190210     999999999          1525     999999999
19190211     999999999          1510     999999999
19190212     999999999          1495     999999999
19190213     999999999          1470     999999999
19190214     999999999          1430     999999999
19190215     999999999          1400     999999999
19190216     999999999          1395     999999999
19190217     999999999          1375     999999999
19190218     999999999          1395     999999999
19190219     999999999          1445     999999999
19190220     999999999          1710     999999999
19190221     999999999          2180     999999999
19190222     999999999          2615     999999999
19190223     999999999          2880     999999999
19190224     999999999          3075     999999999
19190225     999999999          3300     999999999
19190226     999999999          3650     999999999
19190227     999999999          3640     999999999
19190228     999999999          3640     999999999
19190301     999999999          3900     999999999
19190302     999999999          4160     999999999
19190303     999999999          4085     999999999
19190304     999999999          3755     999999999
19190305     999999999          3500     999999999
19190306     999999999          3400     999999999
19190307     999999999          3630     999999999
19190308     999999999          3830     999999999
19190309     999999999          3910     999999999
19190310     999999999          3885     999999999
19190311     999999999          3800     999999999
19190312     999999999          3580     999999999
19190313     999999999          3310     999999999
19190314     999999999          3065     999999999
19190315     999999999          2830     999999999
19190316     999999999          2640     999999999
19190317     999999999          2485     999999999
19190318     999999999          2370     999999999
19190319     999999999          2270     999999999
19190320     999999999          2190     999999999
19190321     999999999          2130     999999999
19190322     999999999          2065     999999999
19190323     999999999          2035     999999999
19190324     999999999          2005     999999999
19190325     999999999          1985     999999999
19190326     999999999          2030     999999999
19190327     999999999          2075     999999999
19190328     999999999          2255     999999999
19190329     999999999          2390     999999999
19190330     999999999          2540     999999999
19190331     999999999          2770     999999999
19190401     999999999          2965     999999999
19190402     999999999          3080     999999999
19190403     999999999          3110     999999999
19190404     999999999          3165     999999999
19190405     999999999          3165     999999999
19190406     999999999          3120     999999999
19190407     999999999          3080     999999999
19190408     999999999          3040     999999999
19190409     999999999          3050     999999999
19190410     999999999          3155     999999999
19190411     999999999          3250     999999999
19190412     999999999          3370     999999999
19190413     999999999          3480     999999999
19190414     999999999          3670     999999999
19190415     999999999          3900     999999999
19190416     999999999          4160     999999999
19190417     999999999          4765     999999999
19190418     999999999          5200     999999999
19190419     999999999          5295     999999999
19190420     999999999          5215     999999999
19190421     999999999          4930     999999999
19190422     999999999          4620     999999999
19190423     999999999          4315     999999999
19190424     999999999          3985     999999999
19190425     999999999          3705     999999999
19190426     999999999          3460     999999999
19190427     999999999          3260     999999999
19190428     999999999          3100     999999999
19190429     999999999          2975     999999999
19190430     999999999          2905     999999999
19190501     999999999          2835     999999999
19190502     999999999          2815     999999999
19190503     999999999          2815     999999999
19190504     999999999          2880     999999999
19190505     999999999          3110     999999999
19190506     999999999          3330     999999999
19190507     999999999          3510     999999999
19190508     999999999          3600     999999999
19190509     999999999          3510     999999999
19190510     999999999          3320     999999999
19190511     999999999          3100     999999999
19190512     999999999          2910     999999999
19190513     999999999          2755     999999999
19190514     999999999          2655     999999999
19190515     999999999          2560     999999999
19190516     999999999          2505     999999999
19190517     999999999          2455     999999999
19190518     999999999          2390     999999999
19190519     999999999          2365     999999999
19190520     999999999          2340     999999999
19190521     999999999          2320     999999999
19190522     999999999          2290     999999999
19190523     999999999          2280     999999999
19190524     999999999          2260     999999999
19190525     999999999          2240     999999999
19190526     999999999          2205     999999999
19190527     999999999          2155     999999999
19190528     999999999          2110     999999999
19190529     999999999          2075     999999999
19190530     999999999          2025     999999999
19190531     999999999          2010     999999999
19190601     999999999          2000     999999999
19190602     999999999          1975     999999999
19190603     999999999          1960     999999999
19190604     999999999          1945     999999999
19190605     999999999          1935     999999999
19190606     999999999          1950     999999999
19190607     999999999          1965     999999999
19190608     999999999          1975     999999999
19190609     999999999          1985     999999999
19190610     999999999          1985     999999999
19190611     999999999          2010     999999999
19190612     999999999          2035     999999999
19190613     999999999          2045     999999999
19190614     999999999          2035     999999999
19190615     999999999          2025     999999999
19190616     999999999          2020     999999999
19190617     999999999          2030     999999999
19190618     999999999          2035     999999999
19190619     999999999          2045     999999999
19190620     999999999          2050     999999999
19190621     999999999          2065     999999999
19190622     999999999          2070     999999999
19190623     999999999          2070     999999999
19190624     999999999          2075     999999999
19190625     999999999          2095     999999999
19190626     999999999          2085     999999999
19190627     999999999          2110     999999999
19190628     999999999          2120     999999999
19190629     999999999          2135     999999999
19190630     999999999          2140     999999999
19190701     999999999          2160     999999999
19190702     999999999          2220     999999999
19190703     999999999          2280     999999999
19190704     999999999          2290     999999999
19190705     999999999          2295     999999999
19190706     999999999          2320     999999999
19190707     999999999          2305     999999999
19190708     999999999          2270     999999999
19190709     999999999          2260     999999999
19190710     999999999          2250     999999999
19190711     999999999          2220     999999999
19190712     999999999          2200     999999999
19190713     999999999          2210     999999999
19190714     999999999          2260     999999999
19190715     999999999          2275     999999999
19190716     999999999          2260     999999999
19190717     999999999          2255     999999999
19190718     999999999          2250     999999999
19190719     999999999          2290     999999999
19190720     999999999          2345     999999999
19190721     999999999          2390     999999999
19190722     999999999          2410     999999999
19190723     999999999          2390     999999999
19190724     999999999          2360     999999999
19190725     999999999          2330     999999999
19190726     999999999          2325     999999999
19190727     999999999          2330     999999999
19190728     999999999          2385     999999999
19190729     999999999          2485     999999999
19190730     999999999          2605     999999999
19190731     999999999          2625     999999999
19190801     999999999          2525     999999999
19190802     999999999          2410     999999999
19190803     999999999          2325     999999999
19190804     999999999          2260     999999999
19190805     999999999          2200     999999999
19190806     999999999          2145     999999999
19190807     999999999          2080     999999999
19190808     999999999          2010     999999999
19190809     999999999          1960     999999999
19190810     999999999          1905     999999999
19190811     999999999          1865     999999999
19190812     999999999          1795     999999999
19190813     999999999          1770     999999999
19190814     999999999          1730     999999999
19190815     999999999          1675     999999999
19190816     999999999          1645     999999999
19190817     999999999          1620     999999999
19190818     999999999          1585     999999999
19190819     999999999          1560     999999999
19190820     999999999          1550     999999999
19190821     999999999          1530     999999999
19190822     999999999          1520     999999999
19190823     999999999          1510     999999999
19190824     999999999          1510     999999999
19190825     999999999          1505     999999999
19190826     999999999          1485     999999999
19190827     999999999          1480     999999999
19190828     999999999          1455     999999999
19190829     999999999          1450     999999999
19190830     999999999          1440     999999999
19190831     999999999          1420     999999999
19190901     999999999          1400     999999999
19190902     999999999          1395     999999999
19190903     999999999          1375     999999999
19190904     999999999          1360     999999999
19190905     999999999          1360     999999999
19190906     999999999          1360     999999999
19190907     999999999          1350     999999999
19190908     999999999          1340     999999999
19190909     999999999          1305     999999999
19190910     999999999          1290     999999999
19190911     999999999          1260     999999999
19190912     999999999          1240     999999999
19190913     999999999          1215     999999999
19190914     999999999          1195     999999999
19190915     999999999          1175     999999999
19190916     999999999          1165     999999999
19190917     999999999          1135     999999999
19190918     999999999          1120     999999999
19190919     999999999          1110     999999999
19190920     999999999          1105     999999999
19190921     999999999          1095     999999999
19190922     999999999          1090     999999999
19190923     999999999          1085     999999999
19190924     999999999          1080     999999999
19190925     999999999          1090     999999999
19190926     999999999          1090     999999999
19190927     999999999          1110     999999999
19190928     999999999          1110     999999999
19190929     999999999          1110     999999999
19190930     999999999          1115     999999999
19191001     999999999          1110     999999999
19191002     999999999          1105     999999999
19191003     999999999          1095     999999999
19191004     999999999          1105     999999999
19191005     999999999          1110     999999999
19191006     999999999          1120     999999999
19191007     999999999          1130     999999999
19191008     999999999          1165     999999999
19191009     999999999          1210     999999999
19191010     999999999          1220     999999999
19191011     999999999          1215     999999999
19191012     999999999          1210     999999999
19191013     999999999          1200     999999999
19191014     999999999          1170     999999999
19191015     999999999          1160     999999999
19191016     999999999          1155     999999999
19191017     999999999          1140     999999999
19191018     999999999          1120     999999999
19191019     999999999          1120     999999999
19191020     999999999          1125     999999999
19191021     999999999          1135     999999999
19191022     999999999          1140     999999999
19191023     999999999          1125     999999999
19191024     999999999          1120     999999999
19191025     999999999          1105     999999999
19191026     999999999          1095     999999999
19191027     999999999          1090     999999999
19191028     999999999          1065     999999999
19191029     999999999          1060     999999999
19191030     999999999          1045     999999999
19191031     999999999          1035     999999999
19191101     999999999          1025     999999999
19191102     999999999          1025     999999999
19191103     999999999          1015     999999999
19191104     999999999          1015     999999999
19191105     999999999          1005     999999999
19191106     999999999          1015     999999999
19191107     999999999          1030     999999999
19191108     999999999          1035     999999999
19191109     999999999          1050     999999999
19191110     999999999          1085     999999999
19191111     999999999          1125     999999999
19191112     999999999          1215     999999999
19191113     999999999          1295     999999999
19191114     999999999          1345     999999999
19191115     999999999          1340     999999999
19191116     999999999          1335     999999999
19191117     999999999          1325     999999999
19191118     999999999          1290     999999999
19191119     999999999          1270     999999999
19191120     999999999          1340     999999999
19191121     999999999          1585     999999999
19191122     999999999          2140     999999999
19191123     999999999          2790     999999999
19191124     999999999          3270     999999999
19191125     999999999          3670     999999999
19191126     999999999          3975     999999999
19191127     999999999          3910     999999999
19191128     999999999          4015     999999999
19191129     999999999          4105     999999999
19191130     999999999          3975     999999999
19191201     999999999          3735     999999999
19191202     999999999          3440     999999999
19191203     999999999          3120     999999999
19191204     999999999          2835     999999999
19191205     999999999          2740     999999999
19191206     999999999          2905     999999999
19191207     999999999          3080     999999999
19191208     999999999          3320     999999999
19191209     999999999          3640     999999999
19191210     999999999          3955     999999999
19191211     999999999          4185     999999999
19191212     999999999          4125     999999999
19191213     999999999          3725     999999999
19191214     999999999          3310     999999999
19191215     999999999          2955     999999999
19191216     999999999          2660     999999999
19191217     999999999          2455     999999999
19191218     999999999          2280     999999999
19191219     999999999          2175     999999999
19191220     999999999          2100     999999999
19191221     999999999          2080     999999999
19191222     999999999          2220     999999999
19191223     999999999          2550     999999999
19191224     999999999          3320     999999999
19191225     999999999          3865     999999999
19191226     999999999          4780     999999999
19191227     999999999          5975     999999999
19191228     999999999          6915     999999999
19191229     999999999          7795     999999999
19191230     999999999          8555     999999999
19191231     999999999          9110     999999999
19200101     999999999          9585     999999999
19200102     999999999         10000     999999999
19200103     999999999          9855     999999999
19200104     999999999          9200     999999999
19200105     999999999          8400     999999999
19200106     999999999          7585     999999999
19200107     999999999          6675     999999999
19200108     999999999          5925     999999999
19200109     999999999          5190     999999999
19200110     999999999          4620     999999999
19200111     999999999          4265     999999999
19200112     999999999          4345     999999999
19200113     999999999          5730     999999999
19200114     999999999          7165     999999999
19200115     999999999          8555     999999999
19200116     999999999         10450     999999999
19200117     999999999         10860     999999999
19200118     999999999         11365     999999999
19200119     999999999         11040     999999999
19200120     999999999         10035     999999999
19200121     999999999          9015     999999999
19200122     999999999          8040     999999999
19200123     999999999          7295     999999999
19200124     999999999          6795     999999999
19200125     999999999          6385     999999999
19200126     999999999          5940     999999999
19200127     999999999          5460     999999999
19200128     999999999          5020     999999999
19200129     999999999          4635     999999999
19200130     999999999          4345     999999999
19200131     999999999          4140     999999999
19200201     999999999          3985     999999999
19200202     999999999          3900     999999999
19200203     999999999          3900     999999999
19200204     999999999          4015     999999999
19200205     999999999          4140     999999999
19200206     999999999          4195     999999999
19200207     999999999          4060     999999999
19200208     999999999          3845     999999999
19200209     999999999          3550     999999999
19200210     999999999          3250     999999999
19200211     999999999          3110     999999999
19200212     999999999          3050     999999999
19200213     999999999          3120     999999999
19200214     999999999          3110     999999999
19200215     999999999          3040     999999999
19200216     999999999          2980     999999999
19200217     999999999          2910     999999999
19200218     999999999          2840     999999999
19200219     999999999          2705     999999999
19200220     999999999          2595     999999999
19200221     999999999          2500     999999999
19200222     999999999          2380     999999999
19200223     999999999          2280     999999999
19200224     999999999          2225     999999999
19200225     999999999          2155     999999999
19200226     999999999          2110     999999999
19200227     999999999          2035     999999999
19200228     999999999          2000     999999999
19200229     999999999          1965     999999999
19200301     999999999          1970     999999999
19200302     999999999          1960     999999999
19200303     999999999          1975     999999999
19200304     999999999          1950     999999999
19200305     999999999          1910     999999999
19200306     999999999          1865     999999999
19200307     999999999          1840     999999999
19200308     999999999          1820     999999999
19200309     999999999          1800     999999999
19200310     999999999          1810     999999999
19200311     999999999          1845     999999999
19200312     999999999          1985     999999999
19200313     999999999          2110     999999999
19200314     999999999          2075     999999999
19200315     999999999          2020     999999999
19200316     999999999          1940     999999999
19200317     999999999          1920     999999999
19200318     999999999          2045     999999999
19200319     999999999          2290     999999999
19200320     999999999          2520     999999999
19200321     999999999          2655     999999999
19200322     999999999          2500     999999999
19200323     999999999          2340     999999999
19200324     999999999          2260     999999999
19200325     999999999          2190     999999999
19200326     999999999          2120     999999999
19200327     999999999          2040     999999999
19200328     999999999          1975     999999999
19200329     999999999          1910     999999999
19200330     999999999          1880     999999999
19200331     999999999          1845     999999999
19200401     999999999          1810     999999999
19200402     999999999          1805     999999999
19200403     999999999          1775     999999999
19200404     999999999          1780     999999999
19200405     999999999          1775     999999999
19200406     999999999          1885     999999999
19200407     999999999          2010     999999999
19200408     999999999          2100     999999999
19200409     999999999          2180     999999999
19200410     999999999          2250     999999999
19200411     999999999          2260     999999999
19200412     999999999          2220     999999999
19200413     999999999          2160     999999999
19200414     999999999          2085     999999999
19200415     999999999          1995     999999999
19200416     999999999          1960     999999999
19200417     999999999          1970     999999999
19200418     999999999          1985     999999999
19200419     999999999          2030     999999999
19200420     999999999          2095     999999999
19200421     999999999          2120     999999999
19200422     999999999          2155     999999999
19200423     999999999          2220     999999999
19200424     999999999          2245     999999999
19200425     999999999          2270     999999999
19200426     999999999          2255     999999999
19200427     999999999          2225     999999999
19200428     999999999          2190     999999999
19200429     999999999          2160     999999999
19200430     999999999          2175     999999999
19200501     999999999          2240     999999999
19200502     999999999          2330     999999999
19200503     999999999          2345     999999999
19200504     999999999          2255     999999999
19200505     999999999          2190     999999999
19200506     999999999          2110     999999999
19200507     999999999          2050     999999999
19200508     999999999          2020     999999999
19200509     999999999          2005     999999999
19200510     999999999          2040     999999999
19200511     999999999          2025     999999999
19200512     999999999          2020     999999999
19200513     999999999          2010     999999999
19200514     999999999          1985     999999999
19200515     999999999          1960     999999999
19200516     999999999          1935     999999999
19200517     999999999          1920     999999999
19200518     999999999          1945     999999999
19200519     999999999          1960     999999999
19200520     999999999          1980     999999999
19200521     999999999          2025     999999999
19200522     999999999          2065     999999999
19200523     999999999          2080     999999999
19200524     999999999          2110     999999999
19200525     999999999          2135     999999999
19200526     999999999          2165     999999999
19200527     999999999          2250     999999999
19200528     999999999          2310     999999999
19200529     999999999          2305     999999999
19200530     999999999          2290     999999999
19200531     999999999          2270     999999999
19200601     999999999          2255     999999999
19200602     999999999          2270     999999999
19200603     999999999          2305     999999999
19200604     999999999          2385     999999999
19200605     999999999          2455     999999999
19200606     999999999          2490     999999999
19200607     999999999          2510     999999999
19200608     999999999          2470     999999999
19200609     999999999          2430     999999999
19200610     999999999          2370     999999999
19200611     999999999          2345     999999999
19200612     999999999          2290     999999999
19200613     999999999          2240     999999999
19200614     999999999          2180     999999999
19200615     999999999          2110     999999999
19200616     999999999          2070     999999999
19200617     999999999          2035     999999999
19200618     999999999          2020     999999999
19200619     999999999          2005     999999999
19200620     999999999          2005     999999999
19200621     999999999          2000     999999999
19200622     999999999          1995     999999999
19200623     999999999          2020     999999999
19200624     999999999          2065     999999999
19200625     999999999          2070     999999999
19200626     999999999          2040     999999999
19200627     999999999          1995     999999999
19200628     999999999          1965     999999999
19200629     999999999          1915     999999999
19200630     999999999          1900     999999999
19200701     999999999          1845     999999999
19200702     999999999          1815     999999999
19200703     999999999          1810     999999999
19200704     999999999          1815     999999999
19200705     999999999          1855     999999999
19200706     999999999          1975     999999999
19200707     999999999          2065     999999999
19200708     999999999          2075     999999999
19200709     999999999          2130     999999999
19200710     999999999          2220     999999999
19200711     999999999          2240     999999999
19200712     999999999          2200     999999999
19200713     999999999          2165     999999999
19200714     999999999          2225     999999999
19200715     999999999          2290     999999999
19200716     999999999          2275     999999999
19200717     999999999          2240     999999999
19200718     999999999          2210     999999999
19200719     999999999          2200     999999999
19200720     999999999          2135     999999999
19200721     999999999          2080     999999999
19200722     999999999          2035     999999999
19200723     999999999          1985     999999999
19200724     999999999          1950     999999999
19200725     999999999          1940     999999999
19200726     999999999          1900     999999999
19200727     999999999          1865     999999999
19200728     999999999          1855     999999999
19200729     999999999          1845     999999999
19200730     999999999          1825     999999999
19200731     999999999          1800     999999999
19200801     999999999          1780     999999999
19200802     999999999          1820     999999999
19200803     999999999          1865     999999999
19200804     999999999          1900     999999999
19200805     999999999          1890     999999999
19200806     999999999          1895     999999999
19200807     999999999          1890     999999999
19200808     999999999          1860     999999999
19200809     999999999          1845     999999999
19200810     999999999          1835     999999999
19200811     999999999          1840     999999999
19200812     999999999          1815     999999999
19200813     999999999          1760     999999999
19200814     999999999          1715     999999999
19200815     999999999          1680     999999999
19200816     999999999          1660     999999999
19200817     999999999          1615     999999999
19200818     999999999          1600     999999999
19200819     999999999          1570     999999999
19200820     999999999          1580     999999999
19200821     999999999          1585     999999999
19200822     999999999          1565     999999999
19200823     999999999          1550     999999999
19200824     999999999          1525     999999999
19200825     999999999          1550     999999999
19200826     999999999          1580     999999999
19200827     999999999          1595     999999999
19200828     999999999          1585     999999999
19200829     999999999          1550     999999999
19200830     999999999          1535     999999999
19200831     999999999          1530     999999999
19200901     999999999          1550     999999999
19200902     999999999          1575     999999999
19200903     999999999          1595     999999999
19200904     999999999          1580     999999999
19200905     999999999          1565     999999999
19200906     999999999          1550     999999999
19200907     999999999          1535     999999999
19200908     999999999          1575     999999999
19200909     999999999          1685     999999999
19200910     999999999          1890     999999999
19200911     999999999          2050     999999999
19200912     999999999          2100     999999999
19200913     999999999          2005     999999999
19200914     999999999          1900     999999999
19200915     999999999          1825     999999999
19200916     999999999          1760     999999999
